event_name,datetime,type,notes
Numaish (All-India Industrial Exhibition),2017-01-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-16 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-17 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-18 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-19 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-20 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-21 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-22 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-23 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-24 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-25 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-26 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-27 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-28 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-29 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-30 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-01-31 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2017-02-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Hyderabad Literary Festival,2017-01-20 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2017-01-21 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2017-01-22 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2017-01-23 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2017-01-24 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2017-01-25 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2017-01-26 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2017-01-27 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Deccan Festival,2017-02-01 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2017-02-02 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2017-02-03 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2017-02-04 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2017-02-05 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2017-02-06 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2017-02-07 00:00:00,Cultural Festival,Approx early-February cultural events.
ACETECH / Trade Exhibitions (approx),2017-01-24 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2017-01-25 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2017-01-26 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
Hyderabad Marathon / Major Sports Events,2017-11-01 00:00:00,Sports,Annual marathon / sports events (dates vary).
Hyderabad Marathon / Major Sports Events,2017-11-02 00:00:00,Sports,Annual marathon / sports events (dates vary).
Ganesh Chaturthi Celebrations,2017-08-25 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-08-26 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-08-27 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-08-28 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-08-29 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-08-30 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-08-31 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-09-01 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-09-02 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-09-03 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-09-04 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2017-09-05 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Bathukamma Festival,2017-09-20 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-21 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-22 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-23 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-24 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-25 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-26 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-27 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-28 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-29 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2017-09-30 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Diwali Celebrations,2017-10-20 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2017-10-21 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2017-10-22 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2017-10-23 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2017-10-24 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2017-10-25 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Independence Day,2017-08-15 00:00:00,Public Holiday,National holiday (single day).
Republic Day,2017-01-26 00:00:00,Public Holiday,National holiday (single day).
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2017-06-01 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2017-06-02 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2017-06-03 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Local Exhibitions / Fairs (misc),2017-03-01 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-02 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-03 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-04 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-05 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-06 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-07 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-08 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-09 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2017-03-10 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Numaish (All-India Industrial Exhibition),2018-01-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-16 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-17 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-18 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-19 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-20 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-21 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-22 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-23 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-24 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-25 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-26 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-27 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-28 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-29 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-30 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-01-31 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2018-02-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Hyderabad Literary Festival,2018-01-20 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2018-01-21 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2018-01-22 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2018-01-23 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2018-01-24 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2018-01-25 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2018-01-26 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2018-01-27 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Deccan Festival,2018-02-01 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2018-02-02 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2018-02-03 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2018-02-04 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2018-02-05 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2018-02-06 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2018-02-07 00:00:00,Cultural Festival,Approx early-February cultural events.
ACETECH / Trade Exhibitions (approx),2018-01-24 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2018-01-25 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2018-01-26 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
Hyderabad Marathon / Major Sports Events,2018-11-01 00:00:00,Sports,Annual marathon / sports events (dates vary).
Hyderabad Marathon / Major Sports Events,2018-11-02 00:00:00,Sports,Annual marathon / sports events (dates vary).
Ganesh Chaturthi Celebrations,2018-08-25 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-08-26 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-08-27 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-08-28 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-08-29 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-08-30 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-08-31 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-09-01 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-09-02 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-09-03 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-09-04 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2018-09-05 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Bathukamma Festival,2018-09-20 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-21 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-22 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-23 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-24 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-25 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-26 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-27 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-28 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-29 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2018-09-30 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Diwali Celebrations,2018-10-20 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2018-10-21 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2018-10-22 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2018-10-23 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2018-10-24 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2018-10-25 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Independence Day,2018-08-15 00:00:00,Public Holiday,National holiday (single day).
Republic Day,2018-01-26 00:00:00,Public Holiday,National holiday (single day).
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2018-06-01 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2018-06-02 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2018-06-03 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Local Exhibitions / Fairs (misc),2018-03-01 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-02 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-03 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-04 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-05 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-06 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-07 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-08 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-09 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2018-03-10 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Numaish (All-India Industrial Exhibition),2019-01-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
